"","Julian_day","Constituent","Depth","Value","Elevation"
"1651",561,"Specific Conductivity",17,107.1,102.01
"1652",561,"Specific Conductivity",18,107.6,101.01
"1653",561,"Specific Conductivity",19,108.4,100.01
"1654",561,"Specific Conductivity",21,109,98.01
"1655",561,"Specific Conductivity",22,108.9,97.01
"1656",561,"Temperature",0.4,26.18,118.61
"1657",565,"Specific Conductivity",23,109.2,96.01
"1658",565,"Specific Conductivity",0.2,114,118.81
"1659",565,"Specific Conductivity",1,114.3,118.01
"1660",565,"Specific Conductivity",2,114.1,117.01
"1661",565,"Specific Conductivity",3,113.8,116.01
"1662",565,"Specific Conductivity",4,113.8,115.01
"1663",565,"Specific Conductivity",5,114.1,114.01
"1664",565,"Specific Conductivity",6,82,113.01
"1665",565,"Specific Conductivity",7,68.1,112.01
"1666",565,"Specific Conductivity",8,66.9,111.01
"1667",565,"Specific Conductivity",9,65.4,110.01
"1668",565,"Specific Conductivity",10,72.1,109.01
"1669",565,"Specific Conductivity",11,75.1,108.01
"1670",565,"Specific Conductivity",12,85.6,107.01
"1671",565,"Specific Conductivity",13,96.9,106.01
"1672",565,"Specific Conductivity",14,99.6,105.01
"1673",565,"Specific Conductivity",15,104.5,104.01
"1674",565,"Specific Conductivity",16,104.5,103.01
"1675",565,"Specific Conductivity",17,105.7,102.01
"1676",565,"Specific Conductivity",18,105.9,101.01
"1677",565,"Specific Conductivity",18.9,106.5,100.11
"1678",565,"Specific Conductivity",20,108.9,99.01
"1679",565,"Specific Conductivity",21,108.3,98.01
"1680",565,"Specific Conductivity",22,108.6,97.01
"1681",565,"Temperature",0.2,26.41,118.81
"1682",565,"Temperature",1,26.42,118.01
"1683",565,"Temperature",2,26.41,117.01
"1684",565,"Temperature",3,26.38,116.01
"1685",565,"Temperature",4,26.36,115.01
"1686",565,"Temperature",5,26.36,114.01
"1687",565,"Temperature",6,17.77,113.01
"1688",565,"Temperature",7,14.74,112.01
"1689",565,"Temperature",8,14.24,111.01
"1690",565,"Temperature",9,13.59,110.01
"1691",565,"Temperature",10,12.96,109.01
"1692",565,"Temperature",11,12.71,108.01
"1693",565,"Temperature",12,12.13,107.01
"1694",565,"Temperature",13,11.44,106.01
"1695",565,"Temperature",14,11.28,105.01
"1696",565,"Temperature",15,10.6,104.01
"1697",565,"Temperature",16,10.61,103.01
"1698",565,"Temperature",17,10.31,102.01
"1699",565,"Temperature",18,10.2,101.01
"1700",565,"Temperature",18.9,10.02,100.11
"1701",565,"Temperature",20,9.43,99.01
"1702",565,"Temperature",21,9.43,98.01
"1703",565,"Temperature",22,9.43,97.01
"1704",565,"Temperature",23,9.39,96.01
"1705",565,"Temperature",24,9.18,95.01
"1706",565,"Temperature",25,9.14,94.01
"1707",565,"Temperature",26,9.11,93.01
"1708",565,"Temperature",27,9.02,92.01
"1709",565,"Temperature",28,9,91.01
"1710",565,"Specific Conductivity",24,109.6,95.01
"1711",565,"Specific Conductivity",25,109.9,94.01
"1712",565,"Specific Conductivity",26,109.2,93.01
"1713",565,"Specific Conductivity",27,109.7,92.01
"1714",565,"Specific Conductivity",28,109.8,91.01
"1715",572,"Temperature",5,25.08,113.96
"1716",572,"Temperature",5.5,25.06,113.46
"1717",572,"Temperature",5.9,21.67,113.06
"1718",572,"Temperature",6,21.34,112.96
"1719",572,"Temperature",6.5,16.98,112.46
"1720",572,"Temperature",7,15.47,111.96
"1721",572,"Temperature",7.5,14.92,111.46
"1722",572,"Temperature",8,14.51,110.96
"1723",572,"Temperature",0.3,25.09,118.66
"1724",572,"Temperature",1,25.11,117.96
"1725",572,"Temperature",2,25.1,116.96
"1726",572,"Temperature",3,25.1,115.96
"1727",572,"Temperature",4,25.1,114.96
"1728",572,"Temperature",13,11.68,105.96
"1729",572,"Temperature",14,10.94,104.96
"1730",572,"Temperature",15,10.42,103.96
"1731",572,"Temperature",16,10.3,102.96
"1732",572,"Temperature",17,9.98,101.96
"1733",572,"Temperature",18,9.89,100.96
"1734",572,"Temperature",18,9.9,100.96
"1735",572,"Temperature",19,9.73,99.96
"1736",572,"Temperature",20,9.65,98.96
"1737",572,"Temperature",21,9.63,97.96
"1738",572,"Temperature",22,9.47,96.96
"1739",572,"Temperature",23,9.46,95.96
"1740",572,"Temperature",24,9.43,94.96
"1741",572,"Temperature",25,9.4,93.96
"1742",572,"Temperature",26,9.24,92.96
"1743",572,"Temperature",27,9.1,91.96
"1744",572,"Temperature",28,9.06,90.96
"1745",572,"Specific Conductivity",12,83.8,106.96
"1746",572,"Specific Conductivity",13,93.9,105.96
"1747",572,"Specific Conductivity",14,96.8,104.96
"1748",572,"Specific Conductivity",15,103.9,103.96
"1749",572,"Specific Conductivity",16,104.7,102.96
"1750",572,"Specific Conductivity",17,106.4,101.96
"1751",572,"Specific Conductivity",18,107.3,100.96
"1752",572,"Specific Conductivity",18,107.1,100.96
"1753",572,"Specific Conductivity",19,108.2,99.96
"1754",572,"Specific Conductivity",20,107.7,98.96
"1755",572,"Specific Conductivity",21,107.8,97.96
"1756",572,"Specific Conductivity",22,108,96.96
"1757",572,"Specific Conductivity",23,107.9,95.96
"1758",572,"Specific Conductivity",24,108.7,94.96
"1759",572,"Specific Conductivity",25,108.9,93.96
"1760",572,"Specific Conductivity",26,109,92.96
"1761",572,"Specific Conductivity",27,109.2,91.96
"1762",572,"Specific Conductivity",28,109.4,90.96
"1763",572,"Temperature",8.5,14.02,110.46
"1764",572,"Temperature",9,13.74,109.96
"1765",572,"Temperature",10,13.37,108.96
"1766",572,"Temperature",11,13.02,107.96
"1767",572,"Temperature",12,12.42,106.96
"1768",572,"Specific Conductivity",0.3,111.9,118.66
"1769",572,"Specific Conductivity",1,112.2,117.96
"1770",572,"Specific Conductivity",2,111.9,116.96
"1771",572,"Specific Conductivity",3,112.4,115.96
"1772",572,"Specific Conductivity",4,112.4,114.96
"1773",572,"Specific Conductivity",5,112.5,113.96
"1774",572,"Specific Conductivity",5.5,112,113.46
"1775",572,"Specific Conductivity",5.9,82.7,113.06
"1776",572,"Specific Conductivity",6,81.6,112.96
"1777",572,"Specific Conductivity",6.5,71,112.46
"1778",572,"Specific Conductivity",7,66.4,111.96
"1779",572,"Specific Conductivity",7.5,65.7,111.46
"1780",572,"Specific Conductivity",8,65.3,110.96
"1781",572,"Specific Conductivity",8.5,66.4,110.46
"1782",572,"Specific Conductivity",9,66.6,109.96
"1783",572,"Specific Conductivity",10,67.9,108.96
"1784",572,"Specific Conductivity",11,77.6,107.96
"1785",579,"Temperature",1,24.54,117.95
"1786",579,"Temperature",2,24.53,116.95
"1787",579,"Temperature",3,24.51,115.95
"1788",579,"Temperature",4,24.45,114.95
"1789",579,"Temperature",5,24.41,113.95
"1790",579,"Temperature",6,21.68,112.95
"1791",579,"Temperature",7,16.22,111.95
"1792",579,"Temperature",8,14.8,110.95
"1793",579,"Temperature",9,14.17,109.95
"1794",579,"Temperature",10,13.35,108.95
"1795",579,"Temperature",11,13.08,107.95
"1796",579,"Temperature",12,12.46,106.95
"1797",579,"Temperature",13,11.37,105.95
"1798",579,"Temperature",14,10.93,104.95
"1799",579,"Temperature",15,10.44,103.95
"1800",579,"Temperature",16,10.19,102.95
"1801",579,"Temperature",17,9.96,101.95
"1802",579,"Temperature",18,9.75,100.95
"1803",579,"Specific Conductivity",1,110.9,117.95
"1804",579,"Specific Conductivity",2,110.7,116.95
"1805",579,"Specific Conductivity",3,111.2,115.95
"1806",579,"Specific Conductivity",4,110.7,114.95
"1807",579,"Specific Conductivity",5,110.9,113.95
"1808",579,"Specific Conductivity",6,89,112.95
"1809",579,"Specific Conductivity",7,67.5,111.95
"1810",579,"Specific Conductivity",8,68.6,110.95
"1811",579,"Specific Conductivity",9,69.4,109.95
"1812",579,"Specific Conductivity",10,72.7,108.95
"1813",579,"Specific Conductivity",11,75.7,107.95
"1814",579,"Specific Conductivity",12,84.3,106.95
"1815",579,"Specific Conductivity",13,94,105.95
"1816",579,"Specific Conductivity",14,98.2,104.95
"1817",579,"Specific Conductivity",15,103.4,103.95
"1818",579,"Specific Conductivity",16,104.6,102.95
"1819",579,"Specific Conductivity",17,107.1,101.95
"1820",579,"Specific Conductivity",18,107.1,100.95
"1821",579,"Specific Conductivity",19.1,107.6,99.85
"1822",579,"Specific Conductivity",20,107.5,98.95
"1823",579,"Specific Conductivity",21,107.6,97.95
"1824",579,"Specific Conductivity",22,107.9,96.95
"1825",579,"Specific Conductivity",24,108.2,94.95
"1826",579,"Specific Conductivity",26,108.4,92.95
"1827",579,"Specific Conductivity",28,109.3,90.95
"1828",579,"Temperature",20,9.66,98.95
"1829",579,"Temperature",21,9.58,97.95
"1830",579,"Temperature",22,9.47,96.95
"1831",579,"Temperature",19.1,9.68,99.85
"1832",579,"Temperature",26,9.31,92.95
"1833",579,"Temperature",28,9.14,90.95
"1834",579,"Temperature",24,9.34,94.95
"1835",586,"Specific Conductivity",2,109.3,116.95
"1836",586,"Specific Conductivity",0.3,109.7,118.65
"1837",586,"Specific Conductivity",1,109.7,117.95
"1838",586,"Specific Conductivity",10,70.5,108.95
"1839",586,"Specific Conductivity",11,74.7,107.95
"1840",586,"Specific Conductivity",12,82.7,106.95
"1841",586,"Specific Conductivity",13,88.2,105.95
"1842",586,"Specific Conductivity",14,100.4,104.95
"1843",586,"Specific Conductivity",15,102.6,103.95
"1844",586,"Specific Conductivity",3,109.3,115.95
"1845",586,"Specific Conductivity",4,109.3,114.95
"1846",586,"Specific Conductivity",5,109.7,113.95
"1847",586,"Specific Conductivity",6,108.6,112.95
"1848",586,"Specific Conductivity",7,69.9,111.95
"1849",586,"Specific Conductivity",8,70,110.95
"1850",586,"Specific Conductivity",9,67.3,109.95
"1851",586,"Specific Conductivity",23,107.4,95.95
"1852",586,"Specific Conductivity",24,108,94.95
"1853",586,"Specific Conductivity",25,108.6,93.95
"1854",586,"Specific Conductivity",26,108.1,92.95
"1855",586,"Specific Conductivity",27,108.8,91.95
"1856",586,"Specific Conductivity",28,108.7,90.95
"1857",586,"Temperature",6,24.24,112.95
"1858",586,"Temperature",7,17.6,111.95
"1859",586,"Temperature",8,14.9,110.95
"1860",586,"Temperature",9,14.32,109.95
"1861",586,"Temperature",10,13.65,108.95
"1862",586,"Temperature",11,13.33,107.95
"1863",586,"Temperature",12,12.61,106.95
"1864",586,"Temperature",13,12,105.95
"1865",586,"Temperature",14,10.82,104.95
"1866",586,"Temperature",15,10.52,103.95
"1867",586,"Temperature",16,10.42,102.95
"1868",586,"Temperature",17,10.07,101.95
"1869",586,"Temperature",18,9.92,100.95
"1870",586,"Temperature",19,9.85,99.95
"1871",586,"Temperature",20,9.73,98.95
"1872",586,"Temperature",21,9.67,97.95
"1873",586,"Temperature",22,9.59,96.95
"1874",586,"Temperature",23,9.57,95.95
"1875",586,"Temperature",24,9.51,94.95
"1876",586,"Temperature",25,9.42,93.95
"1877",586,"Temperature",26,9.37,92.95
"1878",586,"Temperature",27,9.31,91.95
"1879",586,"Temperature",28,9.22,90.95
"1880",586,"Temperature",2,24.46,116.95
"1881",586,"Temperature",3,24.44,115.95
"1882",586,"Temperature",4,24.44,114.95
"1883",586,"Temperature",5,24.41,113.95
"1884",586,"Specific Conductivity",16,103.3,102.95
"1885",586,"Specific Conductivity",17,105.3,101.95
"1886",586,"Specific Conductivity",18,105.5,100.95
"1887",586,"Specific Conductivity",19,105.6,99.95
"1888",586,"Specific Conductivity",20,106.8,98.95
"1889",586,"Specific Conductivity",21,107.1,97.95
"1890",586,"Specific Conductivity",22,107.3,96.95
"1891",586,"Temperature",0.3,24.46,118.65
"1892",586,"Temperature",1,24.47,117.95
"1893",597,"Specific Conductivity",23,107.7,95.97
"1894",597,"Specific Conductivity",24,107.3,94.97
"1895",597,"Specific Conductivity",25,108.3,93.97
"1896",597,"Specific Conductivity",26,108.4,92.97
"1897",597,"Specific Conductivity",0.9,107.1,118.07
"1898",597,"Specific Conductivity",2,107,116.97
"1899",597,"Specific Conductivity",3,106.9,115.97
"1900",597,"Specific Conductivity",4.1,106.8,114.87
"1901",597,"Specific Conductivity",5,106.6,113.97
"1902",597,"Specific Conductivity",6,105.6,112.97
"1903",597,"Specific Conductivity",6.5,69.9,112.47
"1904",597,"Specific Conductivity",7,64.9,111.97
"1905",597,"Specific Conductivity",8,64.5,110.97
"1906",597,"Specific Conductivity",9,66.9,109.97
"1907",597,"Specific Conductivity",10,69.3,108.97
"1908",597,"Specific Conductivity",11,70.5,107.97
"1909",597,"Specific Conductivity",12,77.1,106.97
"1910",597,"Specific Conductivity",13,86,105.97
"1911",597,"Specific Conductivity",14,96.9,104.97
"1912",597,"Specific Conductivity",14.9,101.8,104.07
"1913",597,"Specific Conductivity",16,103.8,102.97
"1914",597,"Specific Conductivity",17,105,101.97
"1915",597,"Specific Conductivity",18.1,105.9,100.87
"1916",597,"Specific Conductivity",19,106.6,99.97
"1917",597,"Specific Conductivity",20,106.5,98.97
"1918",597,"Specific Conductivity",21,106.9,97.97
"1919",597,"Specific Conductivity",22,107.1,96.97
"1920",597,"Temperature",0.9,24.64,118.07
"1921",597,"Temperature",2,24.62,116.97
"1922",597,"Temperature",3,24.43,115.97
"1923",597,"Temperature",4.1,24.27,114.87
"1924",597,"Temperature",5,24.21,113.97
"1925",597,"Temperature",6,23.85,112.97
"1926",597,"Temperature",6.5,18.26,112.47
"1927",597,"Temperature",7,16.7,111.97
"1928",597,"Temperature",8,14.97,110.97
"1929",597,"Temperature",9,14.45,109.97
"1930",597,"Temperature",10,13.91,108.97
"1931",597,"Temperature",11,13.52,107.97
"1932",597,"Temperature",12,13.01,106.97
"1933",597,"Temperature",13,12.09,105.97
"1934",597,"Temperature",14,11.17,104.97
"1935",597,"Temperature",14.9,10.5,104.07
"1936",597,"Temperature",16,10.19,102.97
"1937",597,"Temperature",17,9.95,101.97
"1938",597,"Temperature",18.1,9.82,100.87
"1939",597,"Temperature",19,9.76,99.97
"1940",597,"Temperature",20,9.69,98.97
"1941",597,"Temperature",21,9.61,97.97
"1942",597,"Temperature",22,9.59,96.97
"1943",597,"Temperature",23,9.56,95.97
"1944",597,"Temperature",24,9.51,94.97
"1945",597,"Temperature",25,9.42,93.97
"1946",597,"Temperature",26,9.35,92.97
"1947",597,"Temperature",27,9.34,91.97
"1948",597,"Temperature",28,9.29,90.97
"1949",597,"Specific Conductivity",28,108.4,90.97
"1950",597,"Specific Conductivity",27,108.4,91.97
"1951",603,"Temperature",2,20.47,117.02
"1952",603,"Temperature",3,20.35,116.02
"1953",603,"Temperature",1,20.59,118.02
"1954",603,"Temperature",6,20.27,113.02
"1955",603,"Temperature",7,20.1,112.02
"1956",603,"Temperature",8,19.58,111.02
"1957",603,"Temperature",8.5,19.52,110.52
"1958",603,"Temperature",9,16.18,110.02
"1959",603,"Temperature",10,14.64,109.02
"1960",603,"Temperature",11,14.08,108.02
"1961",603,"Temperature",12,13.95,107.02
"1962",603,"Temperature",13,13.28,106.02
"1963",603,"Temperature",14,12.24,105.02
"1964",603,"Temperature",15,11.02,104.02
"1965",603,"Temperature",4,20.32,115.02
"1966",603,"Temperature",5,20.31,114.02
"1967",603,"Temperature",18,9.91,101.02
"1968",603,"Temperature",19,9.88,100.02
"1969",603,"Temperature",20,9.79,99.02
"1970",603,"Temperature",22,9.66,97.02
"1971",603,"Temperature",24,9.56,95.02
"1972",603,"Temperature",26,9.48,93.02
"1973",603,"Temperature",28,9.28,91.02
"1974",603,"Specific Conductivity",8,91.2,111.02
"1975",603,"Specific Conductivity",8.5,91.1,110.52
"1976",603,"Specific Conductivity",9,67.9,110.02
"1977",603,"Specific Conductivity",10,68.6,109.02
"1978",603,"Specific Conductivity",11,71.1,108.02
"1979",603,"Specific Conductivity",12,72,107.02
"1980",603,"Specific Conductivity",13,76.5,106.02
"1981",603,"Specific Conductivity",14,84.9,105.02
"1982",603,"Specific Conductivity",15,98.8,104.02
"1983",603,"Specific Conductivity",16,103.4,103.02
"1984",603,"Specific Conductivity",17,104.3,102.02
"1985",603,"Specific Conductivity",18,105.6,101.02
"1986",603,"Specific Conductivity",19,106,100.02
"1987",603,"Specific Conductivity",20,106.6,99.02
"1988",603,"Specific Conductivity",22,106.6,97.02
"1989",603,"Specific Conductivity",24,107.3,95.02
"1990",603,"Specific Conductivity",26,108.2,93.02
"1991",603,"Specific Conductivity",28,108.7,91.02
"1992",603,"Temperature",16,10.29,103.02
"1993",603,"Temperature",17,10.06,102.02
"1994",603,"Specific Conductivity",1,96.7,118.02
"1995",603,"Specific Conductivity",2,96.7,117.02
"1996",603,"Specific Conductivity",3,95.9,116.02
"1997",603,"Specific Conductivity",4,96,115.02
"1998",603,"Specific Conductivity",5,95.6,114.02
"1999",603,"Specific Conductivity",6,95.9,113.02
"2000",603,"Specific Conductivity",7,95.7,112.02
"2001",607,"Temperature",26,9.5,92.97
"2002",607,"Temperature",27,9.37,91.97
"2003",607,"Temperature",27,9.38,91.97
"2004",607,"Temperature",28,9.34,90.97
"2005",607,"Temperature",17,10.22,101.97
"2006",607,"Temperature",18,10.17,100.97
"2007",607,"Temperature",19,10.02,99.97
"2008",607,"Temperature",20,9.93,98.97
"2009",607,"Temperature",21,9.75,97.97
"2010",607,"Temperature",22,9.62,96.97
"2011",607,"Temperature",23,9.62,95.97
"2012",607,"Temperature",24,9.62,94.97
"2013",607,"Temperature",25,9.55,93.97
"2014",607,"Temperature",0.3,22.23,118.67
"2015",607,"Temperature",1,22.23,117.97
"2016",607,"Temperature",2,22.12,116.97
"2017",607,"Temperature",3,22.08,115.97
"2018",607,"Temperature",4,21.99,114.97
"2019",607,"Temperature",5,21.96,113.97
"2020",607,"Temperature",6,20.92,112.97
"2021",607,"Temperature",7,20.1,111.97
"2022",607,"Temperature",8,18.85,110.97
"2023",607,"Temperature",9,15.15,109.97
"2024",607,"Temperature",10,14.67,108.97
"2025",607,"Temperature",11,14.14,107.97
"2026",607,"Temperature",11,14.19,107.97
"2027",607,"Temperature",12,13.71,106.97
"2028",607,"Temperature",13,13.09,105.97
"2029",607,"Temperature",14,12.32,104.97
"2030",607,"Temperature",15,11.34,103.97
"2031",607,"Temperature",16,10.51,102.97
"2032",607,"Specific Conductivity",0.3,97.9,118.67
"2033",607,"Specific Conductivity",1,97.6,117.97
"2034",607,"Specific Conductivity",2,97.8,116.97
"2035",607,"Specific Conductivity",3,98.2,115.97
"2036",607,"Specific Conductivity",4,98.4,114.97
"2037",607,"Specific Conductivity",5,98.3,113.97
"2038",607,"Specific Conductivity",6,95.4,112.97
"2039",607,"Specific Conductivity",7,92.7,111.97
"2040",607,"Specific Conductivity",8,85.7,110.97
"2041",607,"Specific Conductivity",9,66.3,109.97
"2042",607,"Specific Conductivity",10,66.4,108.97
"2043",607,"Specific Conductivity",11,68.6,107.97
"2044",607,"Specific Conductivity",11,68.3,107.97
"2045",607,"Specific Conductivity",12,71.7,106.97
"2046",607,"Specific Conductivity",13,76.8,105.97
"2047",607,"Specific Conductivity",14,85.4,104.97
"2048",607,"Specific Conductivity",15,97.5,103.97
"2049",607,"Specific Conductivity",16,102.7,102.97
"2050",607,"Specific Conductivity",17,104.6,101.97
"2051",607,"Specific Conductivity",18,104.5,100.97
"2052",607,"Specific Conductivity",19,104.9,99.97
"2053",607,"Specific Conductivity",20,105.9,98.97
"2054",607,"Specific Conductivity",21,106.5,97.97
"2055",607,"Specific Conductivity",22,107.1,96.97
"2056",607,"Specific Conductivity",23,106.7,95.97
"2057",607,"Specific Conductivity",24,107.1,94.97
"2058",607,"Specific Conductivity",25,107.6,93.97
"2059",607,"Specific Conductivity",26,107.2,92.97
"2060",607,"Specific Conductivity",27,108.6,91.97
"2061",607,"Specific Conductivity",27,108.4,91.97
"2062",607,"Specific Conductivity",28,108.1,90.97
"2063",617,"Specific Conductivity",0.2,96.5,118.57
"2064",617,"Specific Conductivity",1,96.7,117.77
"2065",617,"Specific Conductivity",2.1,96.9,116.67
"2066",617,"Specific Conductivity",3,96.6,115.77
"2067",617,"Specific Conductivity",4,96.6,114.77
"2068",617,"Specific Conductivity",5,96.6,113.77
"2069",617,"Specific Conductivity",6,96.6,112.77
"2070",617,"Specific Conductivity",7,96.6,111.77
